%Cálculo 1,%Lógica,%Física,%Cálculo 2,Cálculo 1,Lógica,Física,Cálculo 2,Classe
0.0,0.0,0.0,1.0,0.20061403508771938,0.3459808292307727,0.3749264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,0.0,0.42561403508771944,0.4581666666666666,0.4699264705882352,0.37483333333333324,0.0
0.8382352941176471,0.0,1.0,1.0,0.4806140350877193,0.44316666666666665,0.45992647058823516,0.49999999999999994,1.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6156140350877195,0.49816666666666654,0.5749264705882352,0.4498333333333332,1.0
0.0,0.0,1.0,1.0,0.34323529411764714,0.2705882352941176,0.4299264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.28625000000000006,0.3459808292307727,0.3499264705882352,0.42483333333333323,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.4302941176470589,0.4499264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.1956140350877194,0.3459808292307727,0.22492647058823517,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.42561403508771944,0.3494117647058823,0.43492647058823514,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.3056140350877194,0.3459808292307727,0.4249264705882352,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6606140350877193,0.6031666666666666,0.5999264705882352,0.5348333333333332,1.0
0.8382352941176471,0.0,1.0,0.0,0.6606140350877193,0.21549295774647884,0.4249264705882352,0.13483333333333322,0.0
0.8382352941176471,0.0,1.0,1.0,0.5556140350877193,0.3810563380281689,0.4249264705882352,0.4698333333333332,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5706140350877194,0.5381666666666666,0.4999264705882352,0.6148333333333332,1.0
0.8382352941176471,0.0,1.0,1.0,0.5756140350877195,0.1917647058823529,0.3852101585314971,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.5556140350877193,0.4631666666666666,0.4499264705882352,0.42928309409888354,0.0
0.16176470588235295,0.0,1.0,0.0,0.2213970588235295,0.1881666666666666,0.4199264705882352,0.16983333333333323,0.0
0.0,0.0,1.0,1.0,0.18061403508771937,0.3459808292307727,0.43492647058823514,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.32561403508771936,0.3459808292307727,0.4849264705882351,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.26779411764705885,0.20436619718309856,0.4799264705882352,0.42928309409888354,0.0
0.16176470588235295,0.8450704225352113,1.0,0.0,0.37279411764705894,0.5281666666666667,0.40992647058823517,0.37483333333333324,0.0
0.8382352941176471,0.8450704225352113,0.0,1.0,0.5051033802255896,0.5038228758169934,0.3649264705882352,0.49999999999999994,1.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.13992647058823518,0.42928309409888354,0.0
0.16176470588235295,0.11267605633802817,1.0,1.0,0.3914705882352942,0.30999999999999994,0.4799264705882352,0.4698333333333332,0.0
0.8382352941176471,0.0,1.0,1.0,0.5956140350877194,0.3459808292307727,0.5499264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,0.0,0.3165441176470589,0.19316666666666663,0.5099264705882351,0.18983333333333322,0.0
0.0,0.0,0.0,1.0,0.20061403508771938,0.3459808292307727,0.17492647058823518,0.42928309409888354,0.0
0.8382352941176471,0.0,0.0,1.0,0.5306140350877193,0.20443661971830981,0.2199264705882352,0.4848333333333333,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6406140350877194,0.6431666666666666,0.4699264705882352,0.5948333333333332,0.0
0.0,0.0,1.0,1.0,0.26360294117647065,0.3116901408450704,0.4299264705882352,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.47561403508771943,0.5631666666666666,0.5299264705882352,0.5398333333333333,1.0
0.8382352941176471,0.0,0.0,1.0,0.5556140350877193,0.24588235294117644,0.3649264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.19257352941176478,0.3459808292307727,0.40492647058823517,0.44483333333333325,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5051033802255896,0.5038228758169934,0.4999264705882352,0.49999999999999994,1.0
0.16176470588235295,0.0,0.0,0.0,0.2254411764705883,0.29316666666666663,0.09992647058823519,0.37483333333333324,0.0
0.8382352941176471,0.0,1.0,1.0,0.5906140350877195,0.4331666666666666,0.41492647058823523,0.5548333333333332,1.0
0.0,0.0,0.0,1.0,0.27561403508771937,0.3459808292307727,0.15492647058823517,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3549264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.297279411764706,0.3459808292307727,0.39992647058823516,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.20110294117647068,0.3459808292307727,0.3649264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,0.0,0.2153676470588236,0.2981666666666666,0.40492647058823517,0.37483333333333324,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.48992647058823524,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.45561403508771925,0.19316666666666663,0.4499264705882352,0.4398333333333332,0.0
0.0,0.0,0.0,1.0,0.3406617647058824,0.4331666666666666,0.3599264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.3524366066821465,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.4806140350877193,0.19316666666666663,0.45992647058823516,0.44483333333333325,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.1449264705882352,0.42928309409888354,0.0
0.8382352941176471,0.0,0.0,0.0,0.49061403508771934,0.20117647058823526,0.2999264705882352,0.2648333333333332,0.0
0.8382352941176471,0.0,1.0,1.0,0.6106140350877194,0.45316666666666666,0.4499264705882352,0.5048333333333332,0.0
0.0,0.0,0.0,1.0,0.19061403508771937,0.3459808292307727,0.17992647058823516,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.42561403508771944,0.4581666666666666,0.37992647058823514,0.49999999999999994,1.0
0.0,0.0,1.0,1.0,0.24176470588235305,0.218235294117647,0.45992647058823516,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.5806140350877194,0.4631666666666666,0.3852101585314971,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.19061403508771937,0.3459808292307727,0.2949264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.19757352941176476,0.3459808292307727,0.4449264705882352,0.46483333333333315,0.0
0.0,0.0,0.0,0.0,0.3056140350877194,0.3459808292307727,0.1449264705882352,0.23483333333333323,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.47561403508771943,0.5181666666666667,0.5249264705882352,0.4548333333333332,0.0
0.0,0.0,0.0,1.0,0.1956140350877194,0.3459808292307727,0.3499264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.43061403508771934,0.44316666666666665,0.43492647058823514,0.42928309409888354,0.0
0.0,0.8450704225352113,0.0,1.0,0.42561403508771944,0.5081666666666667,0.3749264705882352,0.4498333333333332,0.0
0.0,0.0,0.0,1.0,0.45561403508771925,0.18316666666666662,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.3852101585314971,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6456140350877192,0.6281666666666667,0.5349264705882352,0.49983333333333324,0.0
0.0,0.0,0.0,0.0,0.42561403508771944,0.2028873239436619,0.2999264705882352,0.3798333333333332,0.0
0.0,0.0,0.0,0.0,0.2129411764705883,0.3459808292307727,0.2999264705882352,0.37483333333333324,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6606140350877193,0.6631666666666666,0.5999264705882352,0.4748333333333332,1.0
0.0,0.0,0.0,0.0,0.17933823529411774,0.3459808292307727,0.3499264705882352,0.2298333333333332,0.0
0.0,0.0,0.0,1.0,0.28080882352941183,0.3459808292307727,0.3599264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.18561403508771937,0.3459808292307727,0.1499264705882352,0.42928309409888354,0.0
0.0,0.11267605633802817,1.0,1.0,0.4356140350877194,0.36676470588235294,0.41492647058823523,0.5248333333333333,0.0
0.0,0.0,0.0,1.0,0.18061403508771937,0.3459808292307727,0.13992647058823518,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.16176470588235295,0.0,1.0,1.0,0.3597058823529412,0.3459808292307727,0.4949264705882352,0.49483333333333324,0.0
0.0,0.0,0.0,1.0,0.2541176470588236,0.21911764705882347,0.3749264705882352,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,0.0,0.5156140350877194,0.5481666666666666,0.5999264705882352,0.39483333333333326,0.0
0.0,0.0,0.0,1.0,0.2488235294117648,0.3459808292307727,0.3949264705882352,0.4348333333333333,0.0
0.8382352941176471,0.0,1.0,1.0,0.47561403508771943,0.2731666666666666,0.4999264705882352,0.44483333333333325,0.0
0.0,0.0,0.0,1.0,0.3524366066821465,0.3459808292307727,0.2199264705882352,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,0.0,1.0,0.5756140350877195,0.6331666666666665,0.3949264705882352,0.49999999999999994,1.0
0.0,0.0,0.0,0.0,0.45561403508771925,0.24764705882352936,0.3099264705882352,0.37483333333333324,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.3852101585314971,0.5598333333333332,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.4381666666666666,0.4299264705882352,0.42928309409888354,0.0
0.16176470588235295,0.0,1.0,1.0,0.32345588235294126,0.31176056338028163,0.4949264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.2256140350877194,0.3459808292307727,0.4799264705882352,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.47561403508771943,0.22021126760563373,0.4849264705882351,0.4398333333333332,0.0
0.8382352941176471,0.0,1.0,1.0,0.5206140350877193,0.1917647058823529,0.39992647058823516,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5856140350877194,0.5731666666666666,0.4399264705882352,0.5048333333333332,0.0
0.0,0.0,0.0,1.0,0.38095588235294126,0.2022535211267605,0.37992647058823514,0.44483333333333325,0.0
0.16176470588235295,0.0,1.0,1.0,0.36382352941176477,0.4381666666666666,0.4849264705882351,0.49999999999999994,1.0
0.0,0.0,1.0,1.0,0.41061403508771943,0.19617647058823523,0.4249264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.3540441176470589,0.21816666666666662,0.41492647058823523,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3549264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.22970588235294126,0.3459808292307727,0.5149264705882353,0.4348333333333333,0.0
0.0,0.8450704225352113,1.0,1.0,0.45561403508771925,0.4831666666666667,0.4699264705882352,0.49999999999999994,1.0
0.0,0.0,1.0,1.0,0.44561403508771935,0.35816666666666663,0.40492647058823517,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.49561403508771934,0.6031666666666666,0.5249264705882352,0.4798333333333332,0.0
0.0,0.0,0.0,0.0,0.3524366066821465,0.3435294117647058,0.3849264705882352,0.21983333333333324,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6706140350877193,0.5431666666666667,0.5999264705882352,0.5598333333333332,1.0
0.0,0.0,0.0,1.0,0.18561403508771937,0.3459808292307727,0.16492647058823517,0.5048333333333332,0.0
0.0,0.0,1.0,1.0,0.2591176470588236,0.3459808292307727,0.40992647058823517,0.4798333333333332,0.0
0.0,0.0,0.0,1.0,0.24561403508771934,0.3459808292307727,0.23492647058823518,0.42928309409888354,0.0
0.0,0.8450704225352113,1.0,1.0,0.45561403508771925,0.5581666666666666,0.5699264705882352,0.4848333333333333,1.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.1199264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.3852101585314971,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.17561403508771942,0.3459808292307727,0.3852101585314971,0.4548333333333332,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6156140350877195,0.4831666666666667,0.4999264705882352,0.5698333333333332,0.0
0.0,0.11267605633802817,0.0,1.0,0.42561403508771944,0.25794117647058823,0.3699264705882352,0.4848333333333333,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.3852101585314971,0.42928309409888354,0.0
0.8382352941176471,0.0,0.0,1.0,0.5256140350877194,0.4581666666666666,0.3749264705882352,0.4698333333333332,0.0
0.0,0.8450704225352113,0.0,0.0,0.29294117647058826,0.4831666666666667,0.3749264705882352,0.37483333333333324,0.0
0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.3852101585314971,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5606140350877193,0.5181666666666667,0.41492647058823523,0.4348333333333333,0.0
0.0,0.8450704225352113,1.0,1.0,0.3664705882352942,0.4831666666666667,0.5849264705882351,0.5348333333333332,0.0
0.8382352941176471,0.8450704225352113,1.0,0.0,0.6306140350877193,0.49316666666666664,0.4749264705882352,0.3998333333333332,0.0
0.0,0.0,1.0,1.0,0.2856140350877194,0.3459808292307727,0.4449264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.24061403508771936,0.3459808292307727,0.5299264705882352,0.42928309409888354,0.0
0.0,0.8450704225352113,1.0,1.0,0.3524366066821465,0.49316666666666664,0.3852101585314971,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5051033802255896,0.5038228758169934,0.4199264705882352,0.49999999999999994,1.0
0.0,0.0,1.0,1.0,0.2688235294117648,0.24617647058823525,0.4249264705882352,0.49483333333333324,0.0
0.16176470588235295,0.0,1.0,1.0,0.2701470588235295,0.22978873239436617,0.4499264705882352,0.42483333333333323,0.0
0.0,0.0,0.0,1.0,0.43061403508771934,0.4331666666666666,0.32992647058823515,0.42928309409888354,0.0
0.0,0.11267605633802817,1.0,1.0,0.2604411764705883,0.3308823529411764,0.5249264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.2705882352941178,0.3459808292307727,0.2999264705882352,0.42928309409888354,0.0
0.8382352941176471,0.11267605633802817,1.0,1.0,0.5506140350877194,0.3541176470588235,0.5000000000000001,0.5848333333333332,1.0
0.8382352941176471,0.0,1.0,1.0,0.5356140350877194,0.4631666666666666,0.5149264705882353,0.49999999999999994,1.0
0.8382352941176471,0.04225352112676056,1.0,1.0,0.5606140350877193,0.3617605633802817,0.4649264705882352,0.45983333333333326,0.0
0.8382352941176471,0.0,1.0,1.0,0.5606140350877193,0.26911764705882346,0.41492647058823523,0.4548333333333332,0.0
0.0,0.0,0.0,1.0,0.27561403508771937,0.3459808292307727,0.3249264705882352,0.42928309409888354,0.0
0.0,0.04225352112676056,1.0,1.0,0.42561403508771944,0.39169014084507037,0.4799264705882352,0.44483333333333325,0.0
0.0,0.0,1.0,1.0,0.265514705882353,0.3459808292307727,0.5249264705882352,0.45983333333333326,0.0
0.0,0.0,1.0,1.0,0.3656140350877194,0.3459808292307727,0.5399264705882352,0.42928309409888354,0.0
0.16176470588235295,0.0,1.0,1.0,0.38389705882352954,0.1881666666666666,0.5249264705882352,0.5148333333333331,0.0
0.0,0.0,1.0,1.0,0.46561403508771937,0.2149295774647887,0.5999264705882352,0.4498333333333332,0.0
0.0,0.0,1.0,1.0,0.46061403508771936,0.4581666666666666,0.48992647058823524,0.49999999999999994,1.0
0.0,0.0,0.0,1.0,0.3756140350877194,0.3459808292307727,0.3149264705882352,0.42928309409888354,0.0
0.0,0.8450704225352113,1.0,1.0,0.47061403508771943,0.5831666666666666,0.5149264705882353,0.49999999999999994,1.0
0.0,0.0,1.0,0.0,0.43061403508771934,0.4331666666666666,0.48992647058823524,0.3898333333333332,0.0
0.0,0.0,1.0,1.0,0.2256140350877194,0.3459808292307727,0.4399264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.24061403508771936,0.3459808292307727,0.1949264705882352,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5051033802255896,0.5038228758169934,0.5499264705882352,0.5748333333333332,1.0
0.0,0.0,0.0,0.0,0.17561403508771942,0.3459808292307727,0.3949264705882352,0.3998333333333332,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.5906140350877195,0.5831666666666666,0.5299264705882352,0.5498333333333332,1.0
0.0,0.0,1.0,1.0,0.27061403508771936,0.3459808292307727,0.4399264705882352,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,0.0,0.5656140350877193,0.2694366197183098,0.4849264705882351,0.37483333333333324,0.0
0.8382352941176471,0.8450704225352113,0.0,1.0,0.6006140350877194,0.49816666666666654,0.38992647058823515,0.49999999999999994,1.0
0.0,0.8450704225352113,1.0,1.0,0.43061403508771934,0.6831666666666665,0.4999264705882352,0.4498333333333332,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.1499264705882352,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.5006140350877194,0.45316666666666666,0.4849264705882351,0.49999999999999994,1.0
0.0,0.0,0.0,0.0,0.29536764705882357,0.2576470588235294,0.3199264705882352,0.3598333333333332,0.0
0.0,0.0,0.0,1.0,0.44561403508771935,0.18316666666666662,0.37992647058823514,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.5106140350877194,0.24816666666666656,0.43492647058823514,0.42928309409888354,0.0
0.8382352941176471,0.0,1.0,1.0,0.5256140350877194,0.21816666666666662,0.5349264705882352,0.45983333333333326,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.12492647058823518,0.42928309409888354,0.0
0.16176470588235295,0.11267605633802817,1.0,1.0,0.3527941176470589,0.41029411764705875,0.5649264705882352,0.5148333333333331,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6056140350877194,0.6831666666666665,0.5749264705882352,0.6098333333333332,1.0
0.0,0.0,1.0,1.0,0.18061403508771937,0.3459808292307727,0.3852101585314971,0.42928309409888354,0.0
0.16176470588235295,0.0,0.0,1.0,0.43500000000000016,0.21816666666666662,0.3649264705882352,0.42928309409888354,0.0
0.0,0.0,1.0,0.0,0.2188235294117648,0.3459808292307727,0.43492647058823514,0.3048333333333332,0.0
0.0,0.11267605633802817,0.0,0.0,0.4356140350877194,0.23588235294117643,0.3499264705882352,0.3998333333333332,0.0
0.0,0.8450704225352113,0.0,1.0,0.3524366066821465,0.5831666666666666,0.2199264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,0.43061403508771934,0.2192957746478873,0.3099264705882352,0.41483333333333317,0.0
0.0,0.11267605633802817,1.0,1.0,0.4356140350877194,0.3629411764705882,0.43492647058823514,0.4498333333333332,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6206140350877193,0.5681666666666667,0.5499264705882352,0.5648333333333333,1.0
0.0,0.0,0.0,1.0,0.18561403508771937,0.3459808292307727,0.17992647058823516,0.42928309409888354,0.0
0.8382352941176471,0.8450704225352113,1.0,1.0,0.6406140350877194,0.5231666666666666,0.5999264705882352,0.4798333333333332,1.0
0.0,0.0,1.0,0.0,0.45061403508771936,0.2520588235294117,0.5149264705882353,0.4198333333333332,0.0
0.0,0.0,0.0,1.0,0.4006140350877194,0.3459808292307727,0.3499264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.09992647058823519,0.42928309409888354,0.0
0.16176470588235295,0.0,1.0,1.0,0.360514705882353,0.3459808292307727,0.4849264705882351,0.42928309409888354,0.0
0.0,0.0,1.0,1.0,0.44061403508771935,0.3459808292307727,0.5099264705882351,0.4398333333333332,0.0
0.0,0.0,0.0,1.0,0.31061403508771934,0.3459808292307727,0.3699264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,0.35061403508771943,0.3459808292307727,0.3349264705882352,0.45983333333333326,0.0
